"replicate","seed","analysis","scope","component","region","quantity","trait1","trait2","estimate","truth","lower","upper","interval_kind","uncertainty_reason"
1,20262100,"sumher_h2","reference","all",NA,"h2","C",NA,0.324197069131882,0.349342700568826,0.12688019524936,0.521513943014404,"normal_approximation:fixed_weight_block_jackknife",""
1,20262100,"sumher_rg","reference","all",NA,"rg","A","B",0.73988685847712,0.551562936457882,0.299713791873724,1.18005992508051,"normal_approximation:fixed_weight_block_jackknife",""
1,20262100,"sumher_rg","reference","all",NA,"rg","A","C",0.394626637640216,0.569370866679062,-0.0267276026605998,0.815980877941032,"normal_approximation:fixed_weight_block_jackknife",""
1,20262100,"sumher_rg","reference","all",NA,"rg","B","C",0.674582557389248,0.729509414554371,0.303590194605185,1.04557492017331,"normal_approximation:fixed_weight_block_jackknife",""
1,20262100,"hess_cov","region","region","region001","cov","A","B",0.0433871908368432,0.0504840578428677,0.0308433451726171,0.0559310365010694,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region002","cov","A","B",0.00156977660601284,7.6703046729164e-37,-0.0117437270637405,0.0148832802757662,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region003","cov","A","B",0.00135339370414794,0.00117488722613871,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region004","cov","A","B",0.00161349065602912,0.000612572941461436,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region005","cov","A","B",-0.000959772451318094,-3.43602702246827e-05,-0.00815394035315663,0.00623439545052044,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region006","cov","A","B",0.000335316159757133,0.00162341640283126,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region007","cov","A","B",-0.00294289754289252,0.00101815507201352,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region008","cov","A","B",0.0014326627320339,0.00160273734300592,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region009","cov","A","B",0.00437645022588885,0.00135397965067856,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region010","cov","A","B",-0.00325718640056883,0.00193526695654322,-0.0106760301657503,0.00416165736461263,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region011","cov","A","B",0.00123410212912162,0.000547114655890686,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region012","cov","A","B",0.00385288362183328,0.00100276273500749,-0.00393194795007749,0.011637715193744,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region013","cov","A","B",0.00130760386453492,0.00215265200830744,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region014","cov","A","B",-0.0049145052588928,0.00150906103805055,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region015","cov","A","B",0.00194851909570677,0.00069017307046547,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region016","cov","A","B",0.0048307482657824,0.00117798988648479,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region017","cov","A","B",0.00288427261799047,0.000594683389003593,-0.0043152980503549,0.0100838432863358,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region018","cov","A","B",0.00173129553527203,0.000591156111490459,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region019","cov","A","B",-0.00132985677941621,0.00308845123450694,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region020","cov","A","B",0.00573563365355396,0.000977580740083551,-0.00215464062881779,0.0136259079359257,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region001","cov","A","C",0.0564680230274257,0.0477974492135915,0.0422924235639207,0.0706436224909308,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region002","cov","A","C",-0.00140053619218797,7.26211429353813e-37,-0.0145604914449503,0.0117594190605744,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region003","cov","A","C",0.00314232756611408,0.000694971283884177,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region004","cov","A","C",-6.38408557474542e-05,0.000898771768379528,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region005","cov","A","C",0.000447705573561769,0.000312125337728423,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region006","cov","A","C",0.00223136050132619,0.000802563643911432,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region007","cov","A","C",0.00149397890217609,0.00084317174340799,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region008","cov","A","C",0.00192435978818007,0.00171814416569841,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region009","cov","A","C",-0.00317333970430068,0.00167193661004652,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region010","cov","A","C",-0.000798544339377766,0.00122650226781495,-0.00830836576857849,0.00671127708982296,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region011","cov","A","C",0.00440799239061895,0.000423399163687787,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region012","cov","A","C",-0.00356407454572211,9.1527675672446e-06,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region013","cov","A","C",-0.000463043757444105,0.00147684231166309,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region014","cov","A","C",0.000899350185383854,0.000839638321870034,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region015","cov","A","C",0.000141979972717851,0.000864628471639405,-0.00671426494730416,0.00699822489273986,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region016","cov","A","C",0.00218767298220588,0.0010870741089378,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region017","cov","A","C",-0.000358281701546534,0.000250831940101815,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region018","cov","A","C",-0.00052823035867864,0.000417865695149249,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region019","cov","A","C",0.00619621104406593,0.00241227489394846,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region020","cov","A","C",-0.00152895833299326,0.00234964963602357,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region001","cov","B","C",0.0674986623215589,0.0563987240377949,0.0528603689740226,0.0821369556690952,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region002","cov","B","C",0.0665147905939309,0.0563987240377949,0.0517991792399228,0.081230401947939,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region003","cov","B","C",0.000626624754432107,0.00133094707033114,-0.00687678419813635,0.00813003370700057,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region004","cov","B","C",-0.00350421152410094,0.000825280193558399,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region005","cov","B","C",-0.00199356236921082,9.42556825634601e-05,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region006","cov","B","C",0.0111315213309073,0.00122306080951545,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region007","cov","B","C",0.00241443952381284,0.00141160545586773,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region008","cov","B","C",0.00850458382381068,0.00279674391465783,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region009","cov","B","C",0.00479988152575165,0.00121096492719578,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region010","cov","B","C",0.00501603135912962,0.000807797630681983,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region011","cov","B","C",0.00308441480821043,0.00128549203628513,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region012","cov","B","C",0.00170056858570159,0.000737841834853846,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region013","cov","B","C",-0.00266816465813099,0.00211362149082815,-0.0102001957202032,0.00486386640394127,"normal_approximation:conditional_gaussian_plugin_delta",""
1,20262100,"hess_cov","region","region","region014","cov","B","C",0.00157466944005813,0.00130879245234824,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region015","cov","B","C",0.0036504685091269,0.00153158114744177,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region016","cov","B","C",-0.0025076222490606,0.00120225240569305,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region017","cov","B","C",-0.00212235927531402,0.000206231953304836,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region018","cov","B","C",-0.00125271817625096,0.00032418037033233,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region019","cov","B","C",0.00144550035908409,0.00245148137831321,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"hess_cov","region","region","region020","cov","B","C",-0.000254777210302312,0.00167864885238255,NA,NA,"unavailable","HESS joint uncertainty requires positive semidefinite plug-in genetic and residual matrices"
1,20262100,"supergnova_cov","region","region","region001","cov","A","B",0.0400748166850658,0.0504840578428677,0.0238030660997718,0.0563465672703599,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region002","cov","A","B",0.00132113234651777,7.6703046729164e-37,-0.0130151054984852,0.0156573701915208,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region003","cov","A","B",0.00183892064795305,0.00117488722613871,-0.0038181030774559,0.00749594437336201,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region004","cov","A","B",0.00300321612104274,0.000612572941461436,-0.00251915105125619,0.00852558329334167,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region005","cov","A","B",-0.00053949720568237,-3.43602702246827e-05,-0.00805720730066236,0.00697821288929762,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region006","cov","A","B",0.000414144306191167,0.00162341640283126,-0.00663070101660038,0.00745898962898272,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region007","cov","A","B",-0.00153376248729631,0.00101815507201352,-0.00715455914685467,0.00408703417226205,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region008","cov","A","B",0.000685989598159859,0.00160273734300592,-0.0057089095599407,0.00708088875626042,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region009","cov","A","B",0.00404543397627694,0.00135397965067856,-0.00082532635310821,0.00891619430566208,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region010","cov","A","B",-0.00233122774532438,0.00193526695654322,-0.00862434717973397,0.0039618916890852,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region011","cov","A","B",-0.000443247804748269,0.000547114655890686,-0.00612719986261029,0.00524070425311375,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region012","cov","A","B",0.00299782482086182,0.00100276273500749,-0.00533712474882912,0.0113327743905528,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region013","cov","A","B",0.00275373931135082,0.00215265200830744,-0.00501162498716905,0.0105191036098707,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region014","cov","A","B",-0.00296108524593926,0.00150906103805055,-0.0111638059872617,0.0052416354953832,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region015","cov","A","B",0.00178140735159615,0.00069017307046547,-0.00457853354905488,0.00814134825224718,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region016","cov","A","B",0.00188090553577941,0.00117798988648479,-0.00451421959056011,0.00827603066211893,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region017","cov","A","B",0.0019449320777594,0.000594683389003593,-0.00559762319883367,0.00948748735435247,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region018","cov","A","B",0.00416991381274505,0.000591156111490459,-0.00246733429994923,0.0108071619254393,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region019","cov","A","B",0.000501218431842843,0.00308845123450694,-0.00575465833051265,0.00675709519419833,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region020","cov","A","B",0.00756665421464139,0.000977580740083551,-0.000170758100167837,0.0153040665294506,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region001","cov","A","C",0.0522168047352619,0.0477974492135915,0.032819280507232,0.0716143289632918,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region002","cov","A","C",-0.00167118727751327,7.26211429353813e-37,-0.0183825733993584,0.0150401988443319,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region003","cov","A","C",0.00243626417136984,0.000694971283884177,-0.00378783692258641,0.0086603652653261,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region004","cov","A","C",0.000380727726876219,0.000898771768379528,-0.00644331267009752,0.00720476812384995,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region005","cov","A","C",0.00255633125296733,0.000312125337728423,-0.00371112710130371,0.00882378960723837,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region006","cov","A","C",0.00152203561352035,0.000802563643911432,-0.00361988049479584,0.00666395172183654,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region007","cov","A","C",0.00500550896109642,0.00084317174340799,-0.00154563855013139,0.0115566564723242,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region008","cov","A","C",0.00208030695247861,0.00171814416569841,-0.00329003202554603,0.00745064593050325,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region009","cov","A","C",-0.00283020677280347,0.00167193661004652,-0.00806515506604626,0.00240474152043932,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region010","cov","A","C",-0.00016972066216702,0.00122650226781495,-0.00698913786443643,0.00664969654010239,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region011","cov","A","C",0.0032015092717438,0.000423399163687787,-0.00266394789695344,0.00906696644044105,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region012","cov","A","C",-0.00443833615780236,9.1527675672446e-06,-0.0112075985364879,0.00233092622088322,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region013","cov","A","C",-0.00199719957475219,0.00147684231166309,-0.0081628576732328,0.00416845852372841,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region014","cov","A","C",0.00219696756424863,0.000839638321870034,-0.00315564347651996,0.00754957860501722,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region015","cov","A","C",3.12504614848123e-06,0.000864628471639405,-0.00593783063386593,0.00594408072616289,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region016","cov","A","C",0.00256691259164166,0.0010870741089378,-0.00235647469919381,0.00749029988247714,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region017","cov","A","C",-0.00112577815487115,0.000250831940101815,-0.00666388271375563,0.00441232640401333,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region018","cov","A","C",-0.00170040971210554,0.000417865695149249,-0.00676013075663249,0.00335931133242141,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region019","cov","A","C",-0.000283740798301175,0.00241227489394846,-0.00647139199138326,0.00590391039478091,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region020","cov","A","C",-0.000191791809859574,0.00234964963602357,-0.00689473706928042,0.00651115344956127,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region001","cov","B","C",0.0680241190887896,0.0563987240377949,0.045990056150746,0.0900581820268331,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region002","cov","B","C",0.0650012275839072,0.0563987240377949,0.0428032364916166,0.0871992186761978,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region003","cov","B","C",-0.00128122774257785,0.00133094707033114,-0.00802148528436431,0.0054590297992086,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region004","cov","B","C",-0.00294937061568093,0.000825280193558399,-0.00824435888438164,0.00234561765301977,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region005","cov","B","C",-0.000795936873981539,9.42556825634601e-05,-0.00810852197500491,0.00651664822704184,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region006","cov","B","C",0.0102733886071972,0.00122306080951545,0.0034325333390643,0.01711424387533,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region007","cov","B","C",0.0024752309442121,0.00141160545586773,-0.00356411335388171,0.00851457524230592,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region008","cov","B","C",0.00924070493192569,0.00279674391465783,0.00255057395174543,0.015930835912106,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region009","cov","B","C",0.00287809038075991,0.00121096492719578,-0.00245740819785295,0.00821358895937276,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region010","cov","B","C",0.00391030795823513,0.000807797630681983,-0.00267466034070047,0.0104952762571707,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region011","cov","B","C",0.0033032306692152,0.00128549203628513,-0.00311111108307211,0.00971757242150251,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region012","cov","B","C",0.00116129878444942,0.000737841834853846,-0.00482781164581031,0.00715040921470915,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region013","cov","B","C",-0.00322174673562632,0.00211362149082815,-0.0109755617081495,0.00453206823689689,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region014","cov","B","C",0.00221406348979113,0.00130879245234824,-0.00515590244180168,0.00958402942138394,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region015","cov","B","C",0.00322388246196209,0.00153158114744177,-0.00315918140779868,0.00960694633172286,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region016","cov","B","C",-0.00161408175589977,0.00120225240569305,-0.00762903446188776,0.00440087095008821,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region017","cov","B","C",-0.000865720677912613,0.000206231953304836,-0.00845841142156399,0.00672697006573877,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region018","cov","B","C",-0.0026875914649586,0.00032418037033233,-0.00770589654487846,0.00233071361496125,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region019","cov","B","C",0.00145438129572305,0.00245148137831321,-0.00492737344274124,0.00783613603418735,"normal_approximation:spectral_wls",""
1,20262100,"supergnova_cov","region","region","region020","cov","B","C",0.000241505119141407,0.00167864885238255,-0.00636112812327557,0.00684413836155839,"normal_approximation:spectral_wls",""
1,20262100,"lava_cov","region","region","region001","cov","A","B",0.0411285279664608,0.0504840578428677,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region001","cov","A","C",0.0531600412907156,0.0477974492135915,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region001","cov","B","C",0.0631868787616123,0.0563987240377949,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region002","cov","A","B",0.00172879767008221,7.6703046729164e-37,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region002","cov","A","C",-0.00125510039641906,7.26211429353813e-37,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region002","cov","B","C",0.0620942411803266,0.0563987240377949,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region003","cov","A","B",0.00135441154152209,0.00117488722613871,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region003","cov","A","C",0.00314081236660338,0.000694971283884177,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region003","cov","B","C",0.000629702073622436,0.00133094707033114,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region004","cov","A","B",0.00161607865069412,0.000612572941461436,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region004","cov","A","C",-6.31319594130393e-05,0.000898771768379528,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region004","cov","B","C",-0.00350243678313621,0.000825280193558399,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region005","cov","A","B",-0.000961118345745542,-3.43602702246827e-05,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region005","cov","A","C",0.000448428949688355,0.000312125337728423,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region005","cov","B","C",-0.00199646606661662,9.42556825634601e-05,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region006","cov","A","B",0.00033800498939162,0.00162341640283126,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region006","cov","A","C",0.00223101325279655,0.000802563643911432,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region006","cov","B","C",0.0111249740748679,0.00122306080951545,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region007","cov","A","B",-0.00294260696355121,0.00101815507201352,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region007","cov","A","C",0.00149013501895376,0.00084317174340799,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
1,20262100,"lava_cov","region","region","region007","cov","B","C",0.00241339571002772,0.00141160545586773,NA,NA,"unavailable","LAVA estimator uncertainty is not implemented; see separate trait-specific univariate test"
